,map@10,ndcg@10,recall@10
0,0.184406963,0.2243590508,0.3540225569
1,0.1167320755,0.159952257,0.300258495
2,0.084735308,0.1251411488,0.2581050443
3,0.0654129306,0.1020154476,0.2241396739
4,0.0535954626,0.085750537,0.1940733895
5,0.0430445156,0.0709890085,0.1658411195
6,0.035308704,0.0579962699,0.1353271622
7,0.0295135759,0.0482923624,0.1124814071
8,0.0244781219,0.0401026613,0.0935202969
9,0.0202242903,0.0328324964,0.0758299999
