,map@10,ndcg@10,recall@10
0,0.1182669768,0.1391152655,0.2059602649
1,0.0795202617,0.1045631967,0.1847682119
2,0.0703556975,0.094525855,0.1728476821
3,0.0640436771,0.08987185,0.1735099338
4,0.0543540418,0.0786880531,0.1582781457
5,0.052016714,0.0748899374,0.1503311258
6,0.0380694839,0.0592253824,0.1301324503
7,0.0397584884,0.0604057609,0.1294701987
8,0.0314532745,0.048649249,0.1062913907
9,0.0232890518,0.0390166621,0.0920529801
